date,count,total_count,ratio
2025-07-28,0,12118,0
2025-07-29,0,13757,0
2025-07-30,1,14507,6.893223960846487e-05
2025-07-31,0,14509,0
2025-08-01,0,12542,0
2025-08-02,0,6276,0
2025-08-03,0,6026,0
2025-08-04,0,11593,0
2025-08-05,1,13386,7.470491558344539e-05
2025-08-06,0,13413,0
2025-08-07,1,13225,7.561436672967863e-05
2025-08-08,0,12074,0
2025-08-09,0,6008,0
2025-08-10,0,6170,0
2025-08-11,0,11577,0
2025-08-12,0,13127,0
2025-08-13,0,13294,0
2025-08-14,0,13002,0
2025-08-15,1,11593,8.625894936599672e-05
2025-08-16,0,6455,0
2025-08-17,0,6186,0
2025-08-18,3,11812,0.00025397900440230273
2025-08-19,1,12762,7.835762419683435e-05
2025-08-20,0,13327,0
2025-08-21,0,13463,0
2025-08-22,0,12496,0
2025-08-23,0,6400,0
2025-08-24,0,6357,0
2025-08-25,0,11697,0
2025-08-26,1,13693,7.303001533630322e-05
2025-08-27,0,13798,0
2025-08-28,2,13694,0.0001460493646852636
2025-08-29,0,12592,0
2025-08-30,0,7091,0
2025-08-31,0,6679,0
2025-09-01,0,8324,0
2025-09-02,0,12774,0
2025-09-03,0,14480,0
2025-09-04,0,14431,0
2025-09-05,0,13747,0
2025-09-06,0,7578,0
2025-09-07,0,8349,0
2025-09-08,0,13367,0
2025-09-09,0,14364,0
2025-09-10,1,14565,6.865774116031582e-05
2025-09-11,0,13712,0
2025-09-12,1,13124,7.619628162145687e-05
2025-09-13,0,7228,0
2025-09-14,0,8407,0
2025-09-15,1,13452,7.43383883437407e-05
2025-09-16,0,14185,0
2025-09-17,0,14645,0
2025-09-18,0,14424,0
2025-09-19,0,13039,0
2025-09-20,0,7272,0
2025-09-21,0,8123,0
2025-09-22,0,13449,0
2025-09-23,0,14235,0
2025-09-24,0,15237,0
2025-09-25,0,15487,0
2025-09-26,0,14262,0
2025-09-27,0,7978,0
2025-09-28,0,8537,0
2025-09-29,1,14126,7.079144839303412e-05
2025-09-30,0,15305,0
2025-10-01,1,15465,6.466214031684449e-05
2025-10-02,0,13963,0
2025-10-03,0,13456,0
2025-10-04,0,7526,0
2025-10-05,0,7720,0
2025-10-06,0,13708,0
2025-10-07,2,14381,0.0001390723871775259
2025-10-08,0,14872,0
2025-10-09,0,14764,0
2025-10-10,0,13058,0
2025-10-11,0,7159,0
2025-10-12,0,7769,0
2025-10-13,0,12929,0
2025-10-14,0,14464,0
2025-10-15,1,14895,6.71366230278617e-05
2025-10-16,0,14779,0
2025-10-17,0,13739,0
2025-10-18,0,7361,0
2025-10-19,0,7649,0
2025-10-20,0,12107,0
2025-10-21,0,14001,0
2025-10-22,0,14346,0
2025-10-23,0,14283,0
2025-10-24,1,13201,7.575183698204681e-05
2025-10-25,0,7333,0
2025-10-26,0,7625,0
2025-10-27,0,12859,0
2025-10-28,0,14908,0
2025-10-29,0,15192,0
2025-10-30,0,14871,0
2025-10-31,0,13378,0
2025-11-01,0,7151,0
